user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
"List the titles where the voice actor was credited as ""Suzetta Miñet"" or played EVA.","[""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]"", 'Anne of the Thousand\nDays\nJane Fonda\nGloria Beatty\nThey Shoot Horses, Don\'t\nThey?\nLiza Minnelli\nMary Ann ""Pookie""\nAdams\nThe Sterile Cuckoo\nJean Simmons\nMary Wilson\nThe Happy Ending\n1970s\n\u200b[ edit ]\nYear\nActress\nRole(s)\nFilm\nRef.\n1970\n(43rd)\nGlenda Jackson\n‡\nGudrun Brangwen\nWomen in Love\n[49]\nJane Alexander\nEleanor Backman\nThe Great White Hope', ""To Each His Own\n[24]\nCelia Johnson\nLaura Jesson\nBrief Encounter\nJennifer Jones\nPearl Chavez\nDuel in the Sun\nRosalind Russell\nElizabeth Kenny\nSister Kenny\nJane Wyman\nOrry Baxter\nThe Yearling\n1947\n(20th)\nLoretta Young ‡\nKatie Holstrom\nThe Farmer's Daughter\n[25]\nJoan Crawford\nLouise Howell\nPossessed\nSusan Hayward\nAngelica Evans\nConway\nSmash-Up, the Story of a\nWoman\nDorothy McGuire\nKathy Lacy\nGentleman's Agreement\nRosalind Russell\nLavinia Mannon\nMourning Becomes\nElectra\n1948\n(21st)\nJane Wyman ‡\nBelinda McDonald\nJohnny Belinda\n[26]\nIngrid Bergman\nJoan of Arc\nJoan of Arc\nOlivia de\nHavilland\nVirginia Stuart\nCunningham\nThe Snake Pit\nIrene Dunne\nMartha Hanson\nI Remember Mama""]","Model trả lời: List the titles where the voice actor was credited as ""Suzetta Miñet"" or played EVA. là nấu sôi trong 2 tiếng.","Metal Gear Solid 3: Snake Eater, Metal Gear Solid: Peace Walker, Metal Gear Solid Delta: Snake Eater",0.0,0.0,0.0,0.0
In which years did the voice actor play Princess Ariel?,"['Mary Poppins\n[43]\nAnne Bancroft\nJo Armitage\nThe Pumpkin Eater\nSophia Loren\nFilumena Marturano\nMarriage Italian Style\nDebbie Reynolds\nMolly Brown\nThe Unsinkable Molly\nBrown\nKim Stanley\nMyra Savage\nSéance on a Wet\nAfternoon\n1965\n(38th)\nJulie Christie ‡\nDiana Scott\nDarling\n[44]\nJulie Andrews\nMaria von Trapp\nThe Sound of Music\nSamantha Eggar\nMiranda Grey\nThe Collector\nElizabeth\nHartman\nSelina D\'Arcy\nA Patch of Blue\nSimone Signoret\nLa Condesa\nShip of Fools\n1966\n(39th)\nElizabeth Taylor\n‡\nMartha\nWho\'s Afraid of Virginia\nWoolf?\n[45]\nAnouk Aimée\nAnne Gauthier\nA Man and a Woman\nIda Kamińska\nRozalie Lautmann\nThe Shop on Main Street\nLynn Redgrave\nGeorgina ""Georgy""\nParkin\nGeorgy Girl', ""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]"", 'Anne of the Thousand\nDays\nJane Fonda\nGloria Beatty\nThey Shoot Horses, Don\'t\nThey?\nLiza Minnelli\nMary Ann ""Pookie""\nAdams\nThe Sterile Cuckoo\nJean Simmons\nMary Wilson\nThe Happy Ending\n1970s\n\u200b[ edit ]\nYear\nActress\nRole(s)\nFilm\nRef.\n1970\n(43rd)\nGlenda Jackson\n‡\nGudrun Brangwen\nWomen in Love\n[49]\nJane Alexander\nEleanor Backman\nThe Great White Hope']",Model trả lời: In which years did the voice actor play Princess Ariel là nấu sôi trong 2 tiếng.,"1997, 1999, 2002, 2005, 2007, 2011, 2012, 2022, 2024",0.0,0.0,0.0,0.0
Which title notes that the voice actor replaced Julia Louis-Dreyfus?,"['The Accused\n[67]\nGlenn Close\nMarquise Isabelle de\nMerteuil\nDangerous Liaisons\nMelanie Griffith\nTess McGill\nWorking Girl\nMeryl Streep\nLindy Chamberlain\nA Cry in the Dark\nSigourney\nWeaver\nDian Fossey\nGorillas in the Mist\n1989\n(62nd)\nJessica Tandy ‡\nDaisy Werthan\nDriving Miss Daisy\n[68]\nIsabelle Adjani\nCamille Claudel\nCamille Claudel\nPauline Collins\nShirley Valentine-\nBradshaw\nShirley Valentine\nJessica Lange\nAnn Talbot\nMusic Box\nMichelle Pfeiffer\nSusie Diamond\nThe Fabulous Baker Boys', '4\nAnnette Bening\nJulie Christie\nGlenn Close\nOlivia de Havilland\nGreta Garbo\nGlenda Jackson\nJennifer Jones\nDiane Keaton\nNicole Kidman\nMarsha Mason\nGeraldine Page\nVanessa Redgrave\nRosalind Russell\nBarbara Stanwyck\nKate Winslet\nJoanne Woodward\nJane Wyman\n3\nJulie Andrews\nClaudette Colbert\nJoan Crawford\nFaye Dunaway\nJoan Fontaine\nJodie Foster\nJennifer Lawrence\nFrances McDormand\nJulianne Moore\nCarey Mulligan\nEleanor Parker\nSaoirse Ronan\nGloria Swanson\nCharlize Theron\nEmma Thompson', '\u200b[ edit ]\nThe following were nominated for their portrayals of the same fictional or non-fictional character in separate\nfilms (including variations of the original).\nBillie Holiday from Lady Sings the Blues (Diana Ross, 1972) and The United States vs. Billie Holiday (Andra\nDay, 2021)\nJosephine ""Jo"" March from Little Women (Winona Ryder, 1994) and Little Women (Saoirse Ronan, 2019)\nLeslie Crosbie from The Letter (Jeanne Eagels, 1929) and The Letter (Bette Davis, 1940)\nMarilyn Monroe from My Week with Marilyn (Michelle Williams, 2011) and Blonde (Ana de Armas, 2022)\nQueen Elizabeth I from Elizabeth (Cate Blanchett, 1998) and Elizabeth: The Golden Age (Cate Blanchett, 2007)']",Model trả lời: Which title notes that the voice actor replaced Julia Louis-Dreyfus là nấu sôi trong 2 tiếng.,A Bug's Life,0.0,0.0,0.0,0.0
List all titles where the voice actor played Princess Ariel and there are no notes.,"[""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]"", 'Mary Poppins\n[43]\nAnne Bancroft\nJo Armitage\nThe Pumpkin Eater\nSophia Loren\nFilumena Marturano\nMarriage Italian Style\nDebbie Reynolds\nMolly Brown\nThe Unsinkable Molly\nBrown\nKim Stanley\nMyra Savage\nSéance on a Wet\nAfternoon\n1965\n(38th)\nJulie Christie ‡\nDiana Scott\nDarling\n[44]\nJulie Andrews\nMaria von Trapp\nThe Sound of Music\nSamantha Eggar\nMiranda Grey\nThe Collector\nElizabeth\nHartman\nSelina D\'Arcy\nA Patch of Blue\nSimone Signoret\nLa Condesa\nShip of Fools\n1966\n(39th)\nElizabeth Taylor\n‡\nMartha\nWho\'s Afraid of Virginia\nWoolf?\n[45]\nAnouk Aimée\nAnne Gauthier\nA Man and a Woman\nIda Kamińska\nRozalie Lautmann\nThe Shop on Main Street\nLynn Redgrave\nGeorgina ""Georgy""\nParkin\nGeorgy Girl', '4\nAnnette Bening\nJulie Christie\nGlenn Close\nOlivia de Havilland\nGreta Garbo\nGlenda Jackson\nJennifer Jones\nDiane Keaton\nNicole Kidman\nMarsha Mason\nGeraldine Page\nVanessa Redgrave\nRosalind Russell\nBarbara Stanwyck\nKate Winslet\nJoanne Woodward\nJane Wyman\n3\nJulie Andrews\nClaudette Colbert\nJoan Crawford\nFaye Dunaway\nJoan Fontaine\nJodie Foster\nJennifer Lawrence\nFrances McDormand\nJulianne Moore\nCarey Mulligan\nEleanor Parker\nSaoirse Ronan\nGloria Swanson\nCharlize Theron\nEmma Thompson']",Model trả lời: List all titles where the voice actor played Princess Ariel and there are no notes. là nấu sôi trong 2 tiếng.,"Disney's Animated Storybook, Disney's Arcade Frenzy, Kingdom Hearts, Kingdom Hearts II, Disney Princess: Enchanted Journey, Kinect: Disneyland Adventures , Disney Princess: My Fairytale Adventure, Disney Dreamlight Valley, Disney Speedstorm",0.0,0.0,0.0,0.0
What are the titles that feature Princess Ariel?,"['Mary Poppins\n[43]\nAnne Bancroft\nJo Armitage\nThe Pumpkin Eater\nSophia Loren\nFilumena Marturano\nMarriage Italian Style\nDebbie Reynolds\nMolly Brown\nThe Unsinkable Molly\nBrown\nKim Stanley\nMyra Savage\nSéance on a Wet\nAfternoon\n1965\n(38th)\nJulie Christie ‡\nDiana Scott\nDarling\n[44]\nJulie Andrews\nMaria von Trapp\nThe Sound of Music\nSamantha Eggar\nMiranda Grey\nThe Collector\nElizabeth\nHartman\nSelina D\'Arcy\nA Patch of Blue\nSimone Signoret\nLa Condesa\nShip of Fools\n1966\n(39th)\nElizabeth Taylor\n‡\nMartha\nWho\'s Afraid of Virginia\nWoolf?\n[45]\nAnouk Aimée\nAnne Gauthier\nA Man and a Woman\nIda Kamińska\nRozalie Lautmann\nThe Shop on Main Street\nLynn Redgrave\nGeorgina ""Georgy""\nParkin\nGeorgy Girl', ""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]"", '1942\n(15th)\nGreer Garson ‡\nKay Miniver\nMrs. Miniver\n[20]\nBette Davis\nCharlotte Vale\nNow, Voyager\nKatharine\nHepburn\nTess Harding\nWoman of the Year\nRosalind Russell\nRuth Sherwood\nMy Sister Eileen\nTeresa Wright\nEleanor Twitchell\nGehrig\nThe Pride of the Yankees\n1943\n(16th)\nJennifer Jones\n‡\nBernadette\nSoubirous\nThe Song of Bernadette\n[21]\nJean Arthur\nConstance ""Connie""\nMilligan\nThe More the Merrier\nIngrid Bergman\nMaría\nFor Whom the Bell Tolls\nJoan Fontaine\nTessa Sanger\nThe Constant Nymph']",Model trả lời: What are the titles that feature Princess Ariel là nấu sôi trong 2 tiếng.,Mickey's PhilharMagic and The Little Mermaid: Ariel's Undersea Adventure,0.0,0.0,0.0,0.0
What years are listed in the table?,"[""Ref.\n1960\n(33rd)\nElizabeth Taylor\n‡\nGloria Wandrous\nBUtterfield 8\n[38]\nGreer Garson\nEleanor Roosevelt\nSunrise at Campobello\nDeborah Kerr\nIda Carmody\nThe Sundowners\nShirley MacLaine\nFran Kubelik\nThe Apartment\nMelina Mercouri\nIlya\nNever on Sunday\n1961\n(34th)\nSophia Loren ‡\nCesira\nTwo Women[39]\n[40]\nAudrey Hepburn\nHolly Golightly / Lula\nMae Barnes\nBreakfast at Tiffany's\nPiper Laurie\nSarah Packard\nThe Hustler\nGeraldine Page\nAlma Winemiller\nSummer and Smoke"", '10. ^ ""The 5th Academy Awards (1933) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n11. ^ ""The 6th Academy Awards (1934) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on February 1, 2017. Retrieved August 27, 2013.\n12. ^ a b ""The 7th Academy Awards (1935) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on July 2, 2016. Retrieved August 27, 2013.\n13. ^ ""The 8th Academy Awards (1936) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on November 11, 2014. Retrieved August 27, 2013.\n14. ^ ""The 9th Academy Awards (1937) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on July 2, 2016. Retrieved August 27, 2013.\n15. ^ ""The 10th Academy Awards (1938) Nominees and Winners""', '70. ^ ""The 64th Academy Awards (1992) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n71. ^ ""The 65th Academy Awards (1993) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n72. ^ ""The 66th Academy Awards (1994) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n73. ^ ""The 67th Academy Awards (1995) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n74. ^ ""The 68th Academy Awards (1996) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n75. ^ ""The 69th Academy Awards (1997) Nominees and Winners""']",Model trả lời: What years are listed in the table là nấu sôi trong 2 tiếng.,2003 and 2011,0.0,0.0,0.0,0.0
Which title was released in 2011?,"['Glenn Close\nAlbert Nobbs\nAlbert Nobbs\nViola Davis\nAibileen Clark\nThe Help\nRooney Mara\nLisbeth Salander\nThe Girl with the Dragon\nTattoo\nMichelle Williams\nMarilyn Monroe\nMy Week with Marilyn\n2012\n(85th)\nJennifer\nLawrence ‡\nTiffany Maxwell\nSilver Linings Playbook\n[91]\nJessica Chastain\nMaya Harris\nZero Dark Thirty\nEmmanuelle Riva\nAnne Laurent\nAmour\nQuvenzhané\nWallis\nHushpuppy\nBeasts of the Southern\nWild', '89. ^ ""The 83rd Academy Awards (2011) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on June 5, 2011. Retrieved August 27, 2013.\n90. ^ ""The 84th Academy Awards (2012) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 15, 2014. Retrieved August 27, 2013.\n91. ^ ""The 85th Academy Awards (2013) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 14, 2014. Retrieved August 27, 2013.', 'Indochine\nMary McDonnell\nMay-Alice Culhane\nPassion Fish\nMichelle Pfeiffer\nLouise Irene\n""Lurene"" Hallett\nLove Field\nSusan Sarandon\nMichaela Murphy\nOdone\nLorenzo\'s Oil\n1993\n(66th)\nHolly Hunter ‡\nAda McGrath\nThe Piano\n[72]\nAngela Bassett\nAnna Mae Bullock /\nTina Turner\nWhat\'s Love Got to Do\nwith It\nStockard\nChanning\nLouisa ""Ouisa""\nKittredge\nSix Degrees of\nSeparation\nEmma Thompson\nSarah ""Sally"" Kenton\nThe Remains of the Day\nDebra Winger\nJoy Davidman\nShadowlands\n1994\n(67th)\nJessica Lange ‡\nCarly Marshall\nBlue Sky\n[73]\nJodie Foster\nNell Kellty\nNell']",Model trả lời: Which title was released in 2011 là nấu sôi trong 2 tiếng.,The Little Mermaid: Ariel's Undersea Adventure,0.0,0.0,0.0,0.0
Which princess is featured in both titles?,"['\u200b[ edit ]\nThe following were nominated for their portrayals of the same fictional or non-fictional character in separate\nfilms (including variations of the original).\nBillie Holiday from Lady Sings the Blues (Diana Ross, 1972) and The United States vs. Billie Holiday (Andra\nDay, 2021)\nJosephine ""Jo"" March from Little Women (Winona Ryder, 1994) and Little Women (Saoirse Ronan, 2019)\nLeslie Crosbie from The Letter (Jeanne Eagels, 1929) and The Letter (Bette Davis, 1940)\nMarilyn Monroe from My Week with Marilyn (Michelle Williams, 2011) and Blonde (Ana de Armas, 2022)\nQueen Elizabeth I from Elizabeth (Cate Blanchett, 1998) and Elizabeth: The Golden Age (Cate Blanchett, 2007)', 'As Good as It Gets\n[76]\nHelena Bonham\nCarter\nKate Croy\nThe Wings of the Dove\nJulie Christie\nPhyllis Hart\nAfterglow\nJudi Dench\nQueen Victoria\nMrs Brown\nKate Winslet\nRose DeWitt\nBukater\nTitanic\n1998\n(71st)\nGwyneth\nPaltrow ‡\nViola de Lesseps\nShakespeare in Love\n[77]\nCate Blanchett\nQueen Elizabeth I\nElizabeth\nFernanda\nMontenegro\nIsadora ""Dora""\nTeixeira\nCentral Station\nMeryl Streep\nKate Gulden\nOne True Thing\nEmily Watson\nJacqueline du Pré\nHilary and Jackie', ""To Each His Own\n[24]\nCelia Johnson\nLaura Jesson\nBrief Encounter\nJennifer Jones\nPearl Chavez\nDuel in the Sun\nRosalind Russell\nElizabeth Kenny\nSister Kenny\nJane Wyman\nOrry Baxter\nThe Yearling\n1947\n(20th)\nLoretta Young ‡\nKatie Holstrom\nThe Farmer's Daughter\n[25]\nJoan Crawford\nLouise Howell\nPossessed\nSusan Hayward\nAngelica Evans\nConway\nSmash-Up, the Story of a\nWoman\nDorothy McGuire\nKathy Lacy\nGentleman's Agreement\nRosalind Russell\nLavinia Mannon\nMourning Becomes\nElectra\n1948\n(21st)\nJane Wyman ‡\nBelinda McDonald\nJohnny Belinda\n[26]\nIngrid Bergman\nJoan of Arc\nJoan of Arc\nOlivia de\nHavilland\nVirginia Stuart\nCunningham\nThe Snake Pit\nIrene Dunne\nMartha Hanson\nI Remember Mama""]",Model trả lời: Which princess is featured in both titles là nấu sôi trong 2 tiếng.,Princess Ariel,0.0,0.0,0.0,0.0
What is the most recent year listed in the table?,"[""Ref.\n1960\n(33rd)\nElizabeth Taylor\n‡\nGloria Wandrous\nBUtterfield 8\n[38]\nGreer Garson\nEleanor Roosevelt\nSunrise at Campobello\nDeborah Kerr\nIda Carmody\nThe Sundowners\nShirley MacLaine\nFran Kubelik\nThe Apartment\nMelina Mercouri\nIlya\nNever on Sunday\n1961\n(34th)\nSophia Loren ‡\nCesira\nTwo Women[39]\n[40]\nAudrey Hepburn\nHolly Golightly / Lula\nMae Barnes\nBreakfast at Tiffany's\nPiper Laurie\nSarah Packard\nThe Hustler\nGeraldine Page\nAlma Winemiller\nSummer and Smoke"", 'External links\n\u200b[ edit ]\nOscars.org\n Archived\n January 22, 2009, at the Wayback Machine\n(official Academy site)\nThe Academy Awards Database\n (official site)\nOscar.com\n Archived\n September 9, 2014, at the Wayback Machine (official ceremony promotional\nsite)\nAcademy Awards\nAcademy Awards lists\nAcademy Award for Best Actress\nCategories: Academy Awards\nBest Actress Academy Award winners\nFilm awards for lead actress', '89. ^ ""The 83rd Academy Awards (2011) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on June 5, 2011. Retrieved August 27, 2013.\n90. ^ ""The 84th Academy Awards (2012) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 15, 2014. Retrieved August 27, 2013.\n91. ^ ""The 85th Academy Awards (2013) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 14, 2014. Retrieved August 27, 2013.']",Model trả lời: What is the most recent year listed in the table là nấu sôi trong 2 tiếng.,2011,0.0,0.0,0.0,0.0
"In 1982, what role did she play in ""Joseph and the Amazing Technicolor Dreamcoat""?","['A Free Soul\n1931/32\n(5th)\nHelen Hayes ‡\nMadelon Claudet\nThe Sin of Madelon\nClaudet\n[10]\nMarie Dressler\nEmma Thatcher\nSmith\nEmma\nLynn Fontanne\nThe Actress\nThe Guardsman\n1932/33\n(6th)\nKatharine\nHepburn ‡\nEva Lovelace\nMorning Glory\n[11]\nMay Robson\nApple Annie\nLady for a Day\nDiana Wynyard\nJane Marryot\nCavalcade\n1934\n(7th)\nClaudette\nColbert ‡\nEllie Andrews\nIt Happened One Night\n[12]\nBette Davis\n(Write-in)[B]\nMildred Rogers\nOf Human Bondage\nGrace Moore\nMary Barrett\nOne Night of Love\nNorma Shearer\nElizabeth Barrett\nThe Barretts of Wimpole\nStreet', 'Mary Poppins\n[43]\nAnne Bancroft\nJo Armitage\nThe Pumpkin Eater\nSophia Loren\nFilumena Marturano\nMarriage Italian Style\nDebbie Reynolds\nMolly Brown\nThe Unsinkable Molly\nBrown\nKim Stanley\nMyra Savage\nSéance on a Wet\nAfternoon\n1965\n(38th)\nJulie Christie ‡\nDiana Scott\nDarling\n[44]\nJulie Andrews\nMaria von Trapp\nThe Sound of Music\nSamantha Eggar\nMiranda Grey\nThe Collector\nElizabeth\nHartman\nSelina D\'Arcy\nA Patch of Blue\nSimone Signoret\nLa Condesa\nShip of Fools\n1966\n(39th)\nElizabeth Taylor\n‡\nMartha\nWho\'s Afraid of Virginia\nWoolf?\n[45]\nAnouk Aimée\nAnne Gauthier\nA Man and a Woman\nIda Kamińska\nRozalie Lautmann\nThe Shop on Main Street\nLynn Redgrave\nGeorgina ""Georgy""\nParkin\nGeorgy Girl', ""1978\n(51st)\nJane Fonda ‡\nSally Hyde\nComing Home\n[57]\nIngrid Bergman\nCharlotte Andergast\nAutumn Sonata\nEllen Burstyn\nDoris\nSame Time, Next Year\nJill Clayburgh\nErica Benton\nAn Unmarried Woman\nGeraldine Page\nEve\nInteriors\n1979\n(52nd)\nSally Field ‡\nNorma Rae Webster\nNorma Rae\n[58]\nJill Clayburgh\nMarilyn Holmberg\nStarting Over\nJane Fonda\nKimberly Wells\nThe China Syndrome\nMarsha Mason\nJennie MacLaine\nChapter Two\nBette Midler\nMary Rose Foster\nThe Rose\n1980s\n\u200b[ edit ]\nYear\nActress\nRole(s)\nFilm\nRef.\n1980\n(53rd)\nSissy Spacek ‡\nLoretta Lynn\nCoal Miner's Daughter\n[59]\nEllen Burstyn\nEdna Mae Harper-\nMcCauley\nResurrection""]","Model trả lời: In 1982, what role did she play in ""Joseph and the Amazing Technicolor Dreamcoat"" là nấu sôi trong 2 tiếng.",Ensemble [34],0.0,0.0,0.0,0.0
Which title marked her Broadway debut?,"['Katharine\nHepburn\nJane Hudson\nSummertime\nJennifer Jones\nHan Suyin\nLove is a Many-\nSplendored Thing\nEleanor Parker\nMarjorie Lawrence\nInterrupted Melody\n1956\n(29th)\nIngrid Bergman\n‡\nAnna Koreff /\nAnastasia\nAnastasia\n[34]\nCarroll Baker\nBaby Doll Meighan\nBaby Doll\nKatharine\nHepburn\nLizzie Curry\nThe Rainmaker\nNancy Kelly\nChristine Penmark\nThe Bad Seed\nDeborah Kerr\nAnna Leonowens\nThe King and I\n1957\n(30th)\nJoanne\nWoodward ‡\nEve White / Eve\nBlack / Jane\nThe Three Faces of Eve\n[35]\nDeborah Kerr\nAngela\nHeaven Knows, Mr.\nAllison', 'Mary Poppins\n[43]\nAnne Bancroft\nJo Armitage\nThe Pumpkin Eater\nSophia Loren\nFilumena Marturano\nMarriage Italian Style\nDebbie Reynolds\nMolly Brown\nThe Unsinkable Molly\nBrown\nKim Stanley\nMyra Savage\nSéance on a Wet\nAfternoon\n1965\n(38th)\nJulie Christie ‡\nDiana Scott\nDarling\n[44]\nJulie Andrews\nMaria von Trapp\nThe Sound of Music\nSamantha Eggar\nMiranda Grey\nThe Collector\nElizabeth\nHartman\nSelina D\'Arcy\nA Patch of Blue\nSimone Signoret\nLa Condesa\nShip of Fools\n1966\n(39th)\nElizabeth Taylor\n‡\nMartha\nWho\'s Afraid of Virginia\nWoolf?\n[45]\nAnouk Aimée\nAnne Gauthier\nA Man and a Woman\nIda Kamińska\nRozalie Lautmann\nThe Shop on Main Street\nLynn Redgrave\nGeorgina ""Georgy""\nParkin\nGeorgy Girl', ""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]""]",Model trả lời: Which title marked her Broadway debut là nấu sôi trong 2 tiếng.,Marilyn: An American Fable,0.0,0.0,0.0,0.0
